"Season" "Episode" "Character" "Text"
"
"03" "16" "Man:
" "...We knew you could do it, Jesus! [the crowd begins to cheer again, and Jesus grins]
"
"03" "16" "Mr. Garrison:
" "Well, I'd better book my ass a flight to Vegas! [hurries away]
"
"03" "16" "Fr. Maxi:
" "
[beings to sing. Others step aside]For he is SaviorFor he is Lord


"
"03" "16" "Crowd:
" "
He gives me hope whenI have only been boredAnd he lifts me up withHis gentle arm...


"
"03" "16" "
" "[The Ewok Village 2000. Cartman, Kyle, and Kenny sit in a circle with candles next to them.]
"
"03" "16" "Cartman:
" "[wearing a bandana and flowers] Okay, is everyone accounted for? Goddess Wind?
"
"03" "16" "Kyle:
" "[with bandana and leafy wings] Here.
"
"03" "16" "Cartman:
" "Goddess Moon? Goddess Moon?!
"
"03" "16" "Kenny:
" "[with fine pendant on his hood and purple cape] (Dammit, here!)
"
"03" "16" "Cartman:
" "And I'm here, Goddess Earthly Delight. So this is the first meeting of our club for teens who have gotten their periods. We're supposed to talk about our periods. And boys. Let's talk about boys first. I think Craig is pretty cool, but I don't think Clyde is very cool.
"
"03" "16" "Kyle:
" "I think Clyde is kind of cool, but Craig is definitely cooler than Clyde.
"
"03" "16" "Kenny:
" "(Yes, I agree. I think Craig is a thousand times as cool as Clyde. There doesn't really seem to be a doubt.)
"
"03" "16" "Cartman:
" "Okay, that settles that. Now let's talk about our periods. Kyle, you first.
"
"03" "16" "Kyle:
" "Oh. Ah-ah. Ah-uh-m-m.
"
"03" "16" "Cartman:
" "What's the matter, Kyle?
"
"03" "16" "Kyle:
" "Nothing. Um [clears his throat], my period is really uuuh... [Cartman looks on skeptically] Uuuh, my period is going swimmingly.
"
"03" "16" "Cartman:
" "...Okay, that makes sense. Mine is going swimmingly, too.
"
"03" "16" "Kenny:
" "(And mine too.)
"
"03" "16" "Kyle:
" "[sighs] Phew.
"
"03" "16" "
" "[Chef's house. Stan walks up and knocks]
"
"03" "16" "Chef:
" "[opens the door] Oh, hello Stan.
"
"03" "16" "Stan:
" "[despondent] Hey, Chef.
"
"03" "16" "Chef:
" "How's it going?
"
"03" "16" "Stan:
" "Bad.
"
"03" "16" "Chef:
" "Why bad?
"
"03" "16" "Stan:
" "Can I come in?
"
"03" "16" "Chef:
" "Well, sure. [Stan enters and Chef closes the door. They sit on the sofa] Now, what's the matter, little cracker?
"
"03" "16" "Stan:
" "Chef, I have ...this friend, see? And this person is really bummed out, because everyone else the same age has gotten their period, and this person hasn't.
"
"03" "16" "Chef:
" "OOH, you're talkin' about your older sister, Shelly.
"
"03" "16" "Stan:
" "No.
"
"03" "16" "Chef:
" "Your little girlfriend, Wendy.
"
"03" "16" "Stan:
" "Look, it doesn't matter who it is. The point is that everyone else got their period and this person hasn't.
"
"03" "16" "Chef:
" "Look, Stan. Do you really know what a period is?
"
"03" "16" "Stan:
" "Yeah, Cartman told us.
"
"03" "16" "Chef:
" "Stan, let me sing you a little song about the menstrual cycle. I think it might clear things up for you. [gets up and faces him]
"
"03" "16" "Stan:
" "Okay.
"
"03" "16" "Chef:
" "
Ooo baby, yeah baby, ooo baby.Yeah baby, yeah baby, now baby.Ooo yeah, yes yes babyYeahyeahyeah, uh-huh baby now
Agh! Agh! Awww! No, baby!
Ewww, baby! No, no!
Alright now—I'm alright, I'm-I'm cool, it's okay.
Uh alright, watch out for the bedspread, baby.
Look out now, it's- alright, I'll tell you what.
Uuh, how about uuh, uh.Why don't I call you next week?
And that's my song about the menstrual cycle, Stan. Did that clear things up for you?


"
"03" "16" "Stan:
" "[thinks] ...So what you're saying is, this person shouldn't be bummed because everybody has their period at a different time.
"
"03" "16" "Chef:
" "...Is that what I said?
"
"03" "16" "Stan:
" "But it's not fair! It's not fair that one day you're on top, that you're the coolest kid in town, and then the next day you're at the bottom again, 'cause everyone has blood coming out their ass but you, and if I can't menstruate, then by God, I'm not gonna sit around and be the only periodless 8-year-old boy! I'm gonna do something about it! [hops off and heads out the door.]
"
"03" "16" "Chef:
" "Whoa! I musta missed a WHOLE middle part there.
"
"03" "16" "
" "[Rod Stewart's mansion, day. Jesus sits on a leather sofa with Stewart's agent. Around them are Grammys, some pictures of Stewart and framed gold records]
"
"03" "16" "Agent:
" "I can't tell you how excited Rod Stewart is about this millennium concert. He's gotten a little older, but you're gonna see how much he can still rock.
"
"03" "16" "Jesus:
" "Hoh, I'm excited too. I think it will bring my Father's children back to their faith and back to mine eyes, for I an the Lamb of God.
"
"03" "16" "Agent:
" "Yeah t-and uh, you know, Rod is a seasoned veteran, so I'm gonna have to ask for a bit more cash, but we could talk about that later; here comes Rod now. [some double doors open, and a nurse wheels Rod into the room]
"
"03" "16" "Rod:
" "Hullo-o-o.
"
"03" "16" "Jesus:
" "[surprised, but quickly recovers and shakes Rod's hand] Hey, Rod, great to see you.
"
"03" "16" "Rod:
" "Oh.
"
"03" "16" "Jesus:
" "Uh, the folks are sure glad you're playing. It's really given them a lot of faith in me again. I'm sure that together, we can make this millennium party the best New Year's bash ever!
"
"03" "16" "Rod:
" "Pooped pants.
"
"03" "16" "Jesus:
" "What?
"
"03" "16" "Rod:
" "Pooped pants.
"
"03" "16" "Jesus:
" "Poo pants?
"
"03" "16" "Rod:
" "Pooped 'nmuh pants.
"
"03" "16" "Jesus:
" "Uh, you pooped your pants?
"
"03" "16" "Rod:
" "Pooped in my pants.
"
"03" "16" "Jesus:
" "Oh Uh-n nurse? Mr. Stewart has apparently pooped his pants?
"
"03" "16" "Nurse:
" "Again?! [turns Rod around to wheel him away] Now, Mr. Stewart, what did we say about trying to hold in Mr. Dookie? [exits with Rod. Jesus can only look on, shocked]
"
"03" "16" "
" "[Genetic Engineering Ranch, night]
"
"03" "16" "Dr. Mephesto:
" "[leading Stan into the lab] Yes, puberty is a very wonderful thing, Stan. It's what links us all together, makes us one.
"
"03" "16" "Stan:
" "But what happens if there's someone who never went through puberty.
"
"03" "16" "Dr. Mephesto:
" "Never went through puberty? Who never went through puberty?
"
"03" "16" "Stan:
" "Nn-nobody! I mean, uh, well, m-my dad.
"
"03" "16" "Dr. Mephesto:
" "Your father never went through puberty?
"
"03" "16" "Stan:
" "No. And uh, that's why he sent me here; 'cause he's too embarrassed to come himself.
"
"03" "16" "Dr. Mephesto:
" "Oh, I can't say that I blame him.
"
"03" "16" "Stan:
" "So do you know anything that can help him?
"
"03" "16" "Dr. Mephesto:
" "Well, I should think the most logical solution would be... hormones.
"
"03" "16" "Stan:
" "Hormones? [smiles. Mephesto takes him to the medicine cabinet]
"
"03" "16" "Dr. Mephesto:
" "Yes! [removes a bottle of PURE HORMONES] Here, and tell your father to take just one of these pills every week. It could be just what he needs. And be sure to tell him that his secret is safe with me.
"
"03" "16" "Stan:
" "Thanks a lot, Dr. Mephesto. You're the best! [walks away with the bottle]
"
"03" "16" "Dr. Mephesto:
" "My pleasure. I just love helping people.
"
"03" "16" "
" "[Genetic Engineering Ranch, outside. Stan looks at the bottle and reads the prescription:
one tablet weekly. He pops the lid off... One tablet falls, and then the empty bottle.]

"
"03" "16" "
" "[The Ewok Village 2000, next day. Cartman, Kyle, and Kenny have reassembled.]
"
"03" "16" "Cartman:
" "Now, for our first club activity, we're supposed to reach into this little dish and pull out a word. We look at the word and think about what that word means to us. [tips the bowl towards Kyle, who reaches in and takes a slip of paper]
"
"03" "16" "Kyle:
" "[unfurls and reads] Okay. Today's word is spirituality. What that means to me is uh- [thump. The three look up]
"
"03" "16" "Stan:
" "[outside, below] Hey assholes! [the three rise and head for a window]
"
"03" "16" "Cartman:
" "Oh, look. It's that little boy who hasn't gotten his period yet.
"
"03" "16" "Stan:
" "[now with some facial hair] Don't you worry about that! I've started taking hormones!
"
"03" "16" "Kyle:
" "Hormones?
"
"03" "16" "Stan:
" "Yeah, they make you have your puberty quicker. And I'm just here to tell you that my puberty is gonna be bigger than any of you guys's!
"
"03" "16" "Kyle:
" "Dude, I don't think 8-year olds are supposed to take hormones.
"
"03" "16" "Cartman:
" "Yeah, you shouldn't force your period, Stan. You should let it come, like the morning dew.
"
"03" "16" "Stan:
" "So what are we gonna do for New Year's?
"
"03" "16" "Cartman:
" "Well, we're going with our families to Las Vegas. I guess there'll be some younger kids there, too, if you wanna go.
"
"03" "16" "Stan:
" "[voice breaking] Aaaargh. I'm gonna go take some more hormones. [walks away. The other three withdraw and resume their discussion]
"
"03" "16" "Cartman:
" "Now, the word is spirituality. I believe that the goddess in me is my spirituality because she-
"
"03" "16" "Kenny:
" "(Ooooowwwwwwwhh.) [leans forward in pain]
"
"03" "16" "Cartman:
" "Quiet, Kenny. The goddess lives in all of us and has-
"
"03" "16" "Kenny:
" "(Oh- ooowww!)
"
"03" "16" "Cartman:
" "Goddammit, Kenny, shut the hell up!
"
"03" "16" "Kenny:
" "(Aaaaaa!) [falls back and passes out. Blood spews up from his mouth]
"
"03" "16" "Kyle:
" "Whoa, dude!
"
"03" "16" "
" "[Hell's Pass Hospital. An ambulance is parked outside. Inside, the McCormick parents sit in the waiting room holding hands]
"
"03" "16" "Dr. Doctor:
" "Mr. and Ms. McCormick.
"
"03" "16" "McCormick Parents:
" "Yes?
"
"03" "16" "Dr. Doctor:
" "I'm sorry. We... couldn't save your son.
"
"03" "16" "Ms. McCormick:
" "[sobbing] Oh my God, my little Kenny's gone. I can't believe it.
"
"03" "16" "Dr. Doctor:
" "We just didn't get to him in time. There's nothing we could do.
"
"03" "16" "Stuart:
" "What happened? What killed him, doctor?
"
"03" "16" "Dr. Doctor:
" "Well, we found a... tampon stuck up your child's ass. Apparently, he'd had it up there for several days. It plugged him up until he finally burst from the inside out like a ruptured septic tank.
"
"03" "16" "Ms. McCormick:
" "[sobbing] Oh my God.
"
"03" "16" "Dr. Doctor:
" "My worry is that he could have been following some kind of crazy new fad. Perhaps the children are all shoving tampons up their ass because they've seen the Backstreet Boys doing it on TV or something.
"
"03" "16" "Ms. McCormick:
" "[sobbing] Gi-ih [gulp]
"
"03" "16" "Dr. Doctor:
" "We must get to the bottom of this! ...if you'll pardon the pun. But actually, right now, I've got to catch a plane to Las Vegas to see the Rod Stewart Millennium Show.
"
"03" "16" "Stuart:
" "Rod Stewart's gonna be in Vegas?
"
"03" "16" "
" "[Las Vegas, night. Klieg lights search the sky as a large crowd gathers for the concert. Craig Netzel is on scene]
"
"03" "16" "Netzel:
" "Tom, I'm here live in Las Vegas, where tomorrow night THE New Year's Eve event is going to happen. Jesus Christ, our Lord and Savior, is presenting Rod Stewart, the undisputed King of Pop, right here at this hotel behind me. [tents and stands pepper the grounds. Some of them have been seen in South Park before] It looks as though Jesus really has come through. [Jesus is in his room looking at the report] Everyone is very excited, because rumor has it that God Himself is gonna show up to the event.
"
"03" "16" "Jesus:
" "[shocked] What??
"
"03" "16" "Netzel:
" "How about you, ma'am? Do you think God is gonna show up tomorrow night?
"
"03" "16" "Ma'am:
" "[in party hat] Of course he is. This is Jesus we're talking about. He wouldn't let us down.
"
"03" "16" "Jesus:
" "[turns off the TV] Oh no! Are you there, God? Father, will you please reconsider and show up tomorrow? [no answer] ...Hello?
"
"03" "16" "
" "[New Year's Eve, morning. Stan's radio alarm goes off]
"
"03" "16" "Sharon:
" "Stanley. [Stan awakes. A beard is forming] Wake up, honey. It's time to leave for Las Vegas. [he jumps out of bed and walks past a Terrance and Phillip full-length mirror. He stops, walks backwards, and looks at his reflection, strokes his sparse beard, turns to look at himself from the side...]
"
"03" "16" "Stan:
" "Who-o-oa, du-ude. I've got boobs.
"
"03" "16" "
" "[Las Vegas, New Year's Eve, 1999, night. The stage area. The crowds erupts in anticipation]
"
"03" "16" "Cartman:
" "[walks in with Kyle] Hey, Las Vegas is a pretty cool place for us mature people. [Jesus takes the stage and speaks]
"
"03" "16" "Jesus:
" "Alright, people. Are we ready to rock the millennium?! [the crowd roars. Jesus steps backstage and prays] Father in heaven, please let tonight's show go well. Please make them like it.
"
"03" "16" "Kyle:
" "[Butters is already next to Cartman] Hey, here comes Stan.
"
"03" "16" "Stan:
" "[walks up, with a deep boy voice] Have I missed anything?
"
"03" "16" "Cartman:
" "Wow, Stan, you really got some nice titties there.
"
"03" "16" "Kyle:
" "Did you get your period yet, Stan?
"
"03" "16" "Stan:
" "No. I didn't, but-
"
"03" "16" "Cartman:
" "Buh- Don't worry. You'll get it someday. Come on, Kyle. Let's go see what kind of tampons they have here in Las Vegas. [he and Kyle walk off]
"
"03" "16" "Jesus:
" "Well, I tell you one thing. I sure as heck am excited. We've got about four hours to the new year, and so I think it's time to START IT UP! Ladies and gentlemen, as promised, Mr. Rod Do You Think I'm Sexy? Stewart! [the curtains open as Jesus steps aside. The nurse rolls Rod up to the mic and walks away as the band plays. The crowd has no reaction. The band pauses after a while, so Rod can sing]
"
"03" "16" "Rod:
" "O-o-oh. [the band riffs a bit] O-oh. [the band plays on. Jesus keeps time] O-o-o-oh. Be-eh-o-o-or. [Stan walks around and then sits on a curb, truly depressed. Rod continues to sing unintelligibly]
"
"03" "16" "Jimbo:
" "[disgusted] Whoa, man.
"
"03" "16" "Rod:
" "Oh. Uh pooped 'em. [the band resumes play as the nurse brings a bucket on stage and checks him out]
"
"03" "16" "Mr. Garrison:
" "This sucks balls!
"
"03" "16" "Blonde:
" "Yeah!
"
"03" "16" "Man 7:
" "Alright, enough of this! Bring out God!
"
"03" "16" "Man 9:
" "Yeah!
"
"03" "16" "Jesus:
" "Oh no.
"
"03" "16" "Crowd:
" "We want God! We want God! We want God!
"
"03" "16" "Jesus:
" "[We want God] Please, Father. Do something.
"
"03" "16" "Crowd:
" "We want God!
"
"03" "16" "Jesus:
" "[goes onstage again] Uh, folks, I'm afraid God can't make it tonight.
"
"03" "16" "Randy:
" "We came all the way to Las Vegas for this?!
"
"03" "16" "Woman:
" "This is the worst New Year's ever! Thanks a lot, Jesus!
"
"03" "16" "Skeeter:
" "Let's get him! [leads the charge to the stage]
"
"03" "16" "
" "[Craig Netzel with some breaking news. The crowd has begun to riot.]
"
"03" "16" "Netzel:
" "Well, Tom, I'm here live in Las Vegas in what is quickly becoming known as the gayest party ever. Everyone is so outraged that they are building a large cross in which to once again crucify our Lord and Savior, Jesus Christ. [behind him, two men pop in and out of view. One holds a bat, the other runs back and forth. The man with the bat beats the other man down, but the other man pops up and continues running]
"
"03" "16" "Stan:
" "[goes onstage] Jesus, why does God hate me?
"
"03" "16" "Jesus:
" "Huh? He doesn't hate you, he hates me. He's gonna let me be crucified again.
"
"03" "16" "Stan:
" "He hates me more. He doesn't answer my prayers. I prayed to him every day and he never answered me.
"
"03" "16" "Jesus:
" "Well, yeah, but just because God doesn't answer your prayers doesn't mean he doesn't care about you.
"
"03" "16" "Stan:
" "Well then, why didn't he give me what I wanted?
"
"03" "16" "Jesus:
" "Well, God can't just answer every prayer and suddenly give you everything you want. That takes all the living out of life.
"
"03" "16" "Stan:
" "What do you mean?
"
"03" "16" "Jesus:
" "If God answered all our prayers, there'd be nothing left for us to do ourselves. Life is about problems, and overcoming those problems. [becomes reflective] A-and growing and learning from obstacles. If God just fixed everything for us, then there'd be no point in our existence. [realizes something] That's why he wouldn't show up to my New Year's party.
"
"03" "16" "Stan:
" "I just wanted my period.
"
"03" "16" "Jesus:
" "I get it now, Father. I had to learn all this on my own. [Skeeter and five other men bring a large cross in] I was overcome with my new popularity and, and I let pride get in the way of good judgment. [a bright light appears in the sky and descends towards the stage. The crowd gapes in awe]
"
"03" "16" "Man:
" "Whoa, what is that??
"
"03" "16" "Jesus:
" "[the light approaches him] It's Dad.
"
"03" "16" "Fr. Maxi:
" "God? God is going to show himself??
"
"03" "16" "Woman:
" "Look, I can see him. [the light begins to bathe the crowd]
"
"03" "16" "Jesus:
" "Father. You came.
"
"03" "16" "God:
" "Now look upon Me, My children, and know Me. [now the crowd is shocked] Be ye not afraid. [God is shown as some kind of short-legged squirrel, elephant, cat, hippopotamus hybrid] Blessed art thou, my children. [a man's party blower falls from his lips]
"
"03" "16" "Randy:
" "That's God?
"
"03" "16" "Jesus:
" "Yea, 'tis my Father, the Creator. He is the Alpha and the Omega. [a snake's tongue lashes out from God's mouth] The Beginning and the End.
"
"03" "16" "Mr. Garrison:
" "Well, yeah, but that??
"
"03" "16" "God:
" "What did you expect me to look like, My son?
"
"03" "16" "Mr. Garrison:
" "[thinks a moment] ...Well not like that!
"
"03" "16" "God:
" "Since it is the end of the first 2000 years, I will allow you, My children, to ask me one question.
"
"03" "16" "Gerald:
" "[next to Mr. Mackey] One question?
"
"03" "16" "Mr. Mackey:
" "Only one?
"
"03" "16" "Sharon:
" "What should we ask him?
"
"03" "16" "Chef:
" "We have to think carefully. We can ask him anything we want, like, What's the meaning of life? or Why are we here?.
"
"03" "16" "Stan:
" "I have it. I have the question. [steps forth] Now you have to answer me once and for all! How come I haven't gotten my period yet?! [the crowd stands aghast]
"
"03" "16" "God:
" "[after a while] My child, you are a boy. Boys do not get periods. That's only for girls. Your friends were bleeding a little bit out of their asses because of an acute colon infection. And your friend Kyle simply lied about it.
"
"03" "16" "Kyle:
" "[exposed] How do know that?
"
"03" "16" "God:
" "You will hit puberty when the time is right. But you will never have a period, because you are a man — with titties. Thus spaketh the Lord. And now I return to heaven. [transforms into the light and returns the way he came]
"
"03" "16" "Mr. Garrison:
" "Hey, wait! That doesn't count as our question, does it??
"
"03" "16" "God:
" "I'll answer another on New Year's Eve, in the year 4000. [zips away]
"
"03" "16" "Stan:
" "
Did you hear that everybody? I'm not even supposed to have my period; that's why God wasn't answering me before! [people look at him, annoyed] Boy, I'm sure everything worked out okay. [looks around] I guess now we can all celebrate the New Year, huh?Should auld acquaintance be forgot[end credits roll]And never brought to mind?Should auld acquaintance be forgotAnd auld lang syne?For auld lang syne, my dear,For auld lang syne...


"
"03" "16" "Skeeter:
" "Let's get him.
"
"03" "16" "Stan:
" "Let's have a cup o-Aaaa! [mayhem ensues as people riot, breaking wood and glass all around. A gunshot is heard, a couple of women scream, and the rioting goes on]
"
"03" "16" "
" "[End of Are You There God? It's Me, Jesus.]
"
"Season" "Episode" "Character" "Text"
"03" "17" "
" "[A promo is the first thing shown. Live-action shots throughout]
"
"03" "17" "Announcer:
" "This Saturday, Pox presents the musical event of the new millennium! You all remember playing the recorder in elementary school! [a recorder resting on a book of sheet music is shown] Well, this Saturday in Oklahoma City [its skyline is shown], over 4 million third-grade students [a crowd of them is shown] from all over the country [a school bus full of students is shown] will gather in one place, and at the same time, play My Country 'Tis Of Thee on their recorders. [a girl is shown playing a white one] It's the largest third-grade recorder concert ever! [An elderly man instructs three students, one of them in a wheelchair] Special guest conductor Yoko Ono [pictured] and woodwind virtuoso Kenny G [pictured] will lead this fantastic event! This Saturday, at 11 Eastern / 10 Central. The world will be watching! [close-up of a small boy playing his recorder]
"
"03" "17" "
" "[South Park Elementary, day, Mr. Garrison's classroom. He rushes to the front of the class and stands next to a pull-down screen on which is projected My Country 'Tis Of Thee]
"
"03" "17" "Mr. Garrison:
" "Okay children, we've still got some time to practice the song before we load up the bus and head out for Oklahoma.
"
"03" "17" "Class::
" "[groaning] Awww.
"
"03" "17" "Mr. Garrison:
" "Now, come on, there's gonna be over 4 million third-graders from all over the country there, and I wanna make sure South Park is the best! Okay?! [raises his baton] Recorders up. [the students set their recorders between their lips] And a-1 and a-2 and a- [the class begins to play the song. Some students play slow] ...of liberty. You're late! [the kids play faster, but are still off] ...my father- What the hell was that?! [the students lower their recorders] God-damnit, I don't think you children have been working on your fingering!
"
"03" "17" "Cartman:
" "That's not true, Mr. Garrison: Kyle was working on his fingering with his mom all night long.
"
"03" "17" "Kyle:
" "[Kenny laughs] Shut up, fatass!
"
"03" "17" "Cartman:
" "Heh, heh. No, seriously. Kyle's mom says Kyle's getting really good at fingering, heh. [Kenny laughs so hard he falls off his seat]
"
"03" "17" "Mr. Garrison:
" "Shut up, Eric! There's gonna be 4 million children playing this song at the same time on their recorders, and, so help me God, South Park Elementary is not gonna be the only ones that don't know the song! Try again! Recorders up. [the students set their recorders between their lips] And a-1 and a-2 and a- [the class begins to play the song. Mr. Garrison genuflects and bangs his head against his desk. Mr. Mackey walks in, looking at this behavior]
"
"03" "17" "Mr. Mackey:
" "M'kay, that sounded great, kids. [Mr. Garrison looks up at him]
"
"03" "17" "Mr. Garrison:
" "[rising] Sure, if you like the sound of a peacock getting its neck broken.
"
"03" "17" "Mr. Mackey:
" "M'kay, kids. Uh, we have some news. Uh, there's been a terrible flood in Oklahoma, m'kay? So the 4-million-recorder-children's event is being moved to Arkansas.
"
"03" "17" "Mr. Garrison:
" "[close-up. He's suddenly scared] Arkansas?
"
"03" "17" "Stan:
" "What's Arkansas—is that a state?
"
"03" "17" "Mr. Mackey:
" "Eh, the trip shouldn't take any longer, but I'll hand out these updated contact sheets so that your parents will know where you are, m'kay? [hands them out. Craig reads his sheet.]
"
"03" "17" "Mr. Garrison:
" "Mr. Mackey, can I talk to you for a second?
"
"03" "17" "Mr. Mackey:
" "M'kay. [joins Mr. Garrison aside]
"
"03" "17" "Mr. Garrison:
" "Mr. Mackey, um... I can't go to Arkansas. Somebody's gonna have to fill in for me.
"
"03" "17" "Mr. Mackey:
" "What? We can't find anybody to fill in for you. Why can't you go to Arkansas?
"
"03" "17" "Mr. Garrison:
" "[wistfully] Arkansas is where I grew up. My parents live there—my [stifles a sob] ...father still lives there.
"
"03" "17" "Mr. Mackey:
" "Well, don't you want to see them?
"
"03" "17" "Mr. Garrison:
" "I haven't seen my father for 23 years.
"
"03" "17" "Mr. Mackey:
" "Uh, perhaps you should sit down, Mr. Garrison, m'kay? [walks him over to a chair and sits him down] Mr. Garrison, I know this is very difficult, m'kay, but I must ask: is there a history of sexual abuse in your family?
"
"03" "17" "Mr. Garrison:
" "...Some, yes. There was my uncle, Richard. He... he molested me.
"
"03" "17" "Mr. Mackey:
" "When was that?
"
"03" "17" "Mr. Garrison:
" "Saturday. Last, last Saturday. He's a paraplegic, but it didn't—
"
"03" "17" "Mr. Mackey:
" "M'kay, eh, and your father? He molested you when you were a boy? [Mr. Garrison begins to cry] Mr. Garrison, I think, when we get to Arkansas, you need to see your father. You need to face this demon in your closet, m'kay?
"
"03" "17" "Mr. Garrison:
" "[turns away] Don't look at me! Uh, y'all go on your bastard trip and just- don't look at me! [hurries out of the classroom crying]
"
"03" "17" "Cartman:
" "That was pretty cool.
"
"03" "17" "Mr. Mackey:
" "M'kay.
"
"03" "17" "
" "[The trip begins. Inside the bus, Mr. Mackey is up front reading a book, Mr. Garrison is in the very back opposite Terrence and the redhead]
"
"03" "17" "Cartman:
" "[with recorder] Okay, how about this one, Kenny? [plays an A note]
"
"03" "17" "Kenny:
" "(Uh-uh.)
"
"03" "17" "Cartman:
" "No? How about this? [plays a G note]
"
"03" "17" "Kenny:
" "(Nope.)
"
"03" "17" "Cartman:
" "Hm, interesting. Let's see: how about this? [plays a Gb note. Kyle and Stan turn around on their seat]
"
"03" "17" "Kyle:
" "Cartman, what the hell are you doing?
"
"03" "17" "Cartman:
" "We're trying to find the brown noise—it's this one pitch, this certain frequency that makes people lose bowel control.
"
"03" "17" "Stan:
" "What's lose bowel control?
"
"03" "17" "Cartman:
" "That's a scientific term for crapping your pants.
"
"03" "17" "Kyle:
" "Oh, brother, here we go again. Cartman, there is not a sound frequency that makes people crap their pants!
"
"03" "17" "Cartman:
" "Yes there is! The French experimented with it in World War II!
"
"03" "17" "Kyle:
" "Nuh-uh!
"
"03" "17" "Cartman:
" "How about this one, Kenny? [plays an F note]
"
"03" "17" "Kenny:
" "(Nuh-uh.)
"
"03" "17" "Kyle:
" "There is no brown noise, fat boy!
"
"03" "17" "Cartman:
" "That's nice. When I find it I'll just make you crap yourself so you look like Karen Carpenter.
"
"03" "17" "Stan:
" "Who's Karen Carpenter?
"
"03" "17" "Mr. Garrison:
" "Aaaaaah! [apparently, he's seen a sign that reads: Arkansas 410 miles. Rest Stop 5 miles] Huhh, ohh, [the students and Mr. Mackey look back.]
"
"03" "17" "Mr. Mackey:
" "Mr. Garrison, are you alright?
"
"03" "17" "Mr. Hat:
" "Mr. Garrison isn't here right now.
"
"03" "17" "Mr. Mackey:
" "M'kay-Mr. Garrison, you're just having a hard time dealing with the memories of your father's sexual abuse, so you switch personalities to Mr. Hat, m'kay?
"
"03" "17" "Mr. Hat:
" "Oh, good one, Sherlock! You figure that out all by yourself?!
"
"03" "17" "Mr. Mackey:
" "M'kay-I think the best thing for Mr. Garrison to do is to go see his father.
"
"03" "17" "Mr. Hat:
" "No! No, you moron! [Mr. Mackey gets annoyed] Mr. Garrison can't let the memories end! Just leave us alone!
"
"03" "17" "Mr. Mackey:
" "M'kay! Mr. Hat, you need to let me talk to Mr. Garrison, m'kay?!
"
"03" "17" "Mr. Hat:
" "Why would he want to talk to a second-rate dopey-ass elementary-school psychologist?!
"
"03" "17" "Mr. Mackey:
" "What did you say?!
"
"03" "17" "Mr. Hat:
" "You heard me, jackass! There's monkeys that make better counselors than you!
"
"03" "17" "Mr. Mackey:
" "Why, you son of a bitch! [rips Mr. Hat from Mr. Garrison's hand and starts beating him up. Mr. Hat smacks Mr. Mackey down in front of Terrence, who looks aghast]
"
"03" "17" "Stan:
" "Whoa! Mr. Mackey and Mr. Hat are fighting. [the other students turn to see the fight]
"
"03" "17" "Mr. Mackey:
" "I'm gonna kick your ass, m'kay?! [resumes fighting Mr. Hat]
"
"03" "17" "Students:
" "[cheering] Yeah! Yeah! Yeah!
"
"03" "17" "Ms. Crabtree:
" "BE QUIET BACK THERE!
"
"03" "17" "Mr. Mackey:
" "Yuh-NO! [panting, dirty and black-eyed, gets up and places Mr. Hat between Mr. Garrison's arms] You may have won this time, Mr. Hat.
"
"03" "17" "
" "[The journey continues. The school bus and its passengers finally reach their destination - a large lot filled with buses and tents, and children]
"
"03" "17" "Mr. Mackey:
" "M'kay, I want everyone to stay together, m'kay? Nobody move!
"
"03" "17" "Coordinator:
" "[a female with clipboard, walking up] School?
"
"03" "17" "Mr. Mackey:
" "Excuse me?
"
"03" "17" "Coordinator:
" "What school are you from?
"
"03" "17" "Mr. Mackey:
" "Oh, uh we're from South Park, Colorado?
"
"03" "17" "Coordinator:
" "Ssss, alright. South Park school, you go over there next to the kids from New York. [distracted by something away from the bus] Nono, don't put the Florida kids in the building! [moves away. The class walks past the New York children]
"
"03" "17" "Tough Guy 1:
" "[sitting on the bus's front right fender] Ey! Look at the little Eskimos in their freakin' hats and gloves.
"
"03" "17" "Tough Guy 2:
" "Yeah, huh? [they begin to snicker as the South Park kids look back]
"
"03" "17" "Tough Guy 1:
" "Whoa, look at this kid's coat. [Kenny's] Ey, kid. What's the matter—you a freakin' burn victim or somethin'? What? [the others laugh]
"
"03" "17" "Kyle:
" "[aside, to Stan] Who the hell are these guys?
"
"03" "17" "Tough Guy 1:
" "I didn't know they was invitin' rednecks to this event!
"
"03" "17" "Stan:
" "We're not rednecks!
"
"03" "17" "Kyle:
" "Yeah! That's Texas, butthole!
"
"03" "17" "Tough Guy 1:
" "Oh yeah? Well, you look like a bunch of queefs to me, huh?! [the other New Yorkers laugh]
"
"03" "17" "Cartman:
" "[aside, to Stan, softly] Stan, what's a queef?
"
"03" "17" "Kyle:
" "Kenny?
"
"03" "17" "Kenny:
" "(I don't know!)
"
"03" "17" "Tough Guy 1:
" "Oh, brother! You guys don't even know what a queef is, huh?!
"
"03" "17" "Cartman:
" "Of course we know what a queef is, you queef!
"
"03" "17" "Black kid:
" "[wearing EKKO shirt] Oh yeah? Well, what is it, then?!
"
"03" "17" "Cartman:
" "Aaaa-
"
"03" "17" "Stan:
" "Why?! Don't you know?!
"
"03" "17" "Tough Guy 1:
" "Are all redneck queefs from Colorado as stupid as youse?!
"
"03" "17" "Kyle:
" "Alright, dickhole! [feedback is heard, and all look to the source]
"
"03" "17" "Coordinator:
